,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
70281,gp:AOqpTOGMsWgOznPQ4UVM9Pe6BpzYXhPhr2mIiFTFXk6WOagARsJcf_3S2sVDc9cbPSxIuGKdt_Khia9V5kojCa8,L. Darnell Marshall,https://play-lh.googleusercontent.com/a-/AOh14Gi0bdPEs7EGks4FXwQK_b1mHpyU0A1mp4uKtTdk,"Downloading this  app will make it so you can no longer do both CARDBOARD VR or other VR apps... Locks to only Daydream if u own Daydream headset. This gets rid of backwards compatibility. Can't disable or uninstall either, won't let you",3,0,1.0.137558074,2017-02-06 00:28:55,,,newest,com.google.vr.vrcore,downloading this  app will make it so you can no longer do both cardboard vr or other vr apps locks to only daydream if u own daydream headset this gets rid of backwards compatibility cant disable or uninstall either wont let you,PERFORMANCE_BUG,0.4399098392566589
27522,gp:AOqpTOH3645OEblcrjIrGc1rgpe8YoWbWborhnC-IxyCxcsc9_OYeFSAl4M_-AMj7xFvlagCv27BL3Alnw0TdQ,Ajit,https://play-lh.googleusercontent.com/-EW_ldgMmW4Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmO6o2T_9Gxn6mMnhid2eeUVY18wA/photo.jpg,Text to speech works exceptionally well. But the keyboard is not responsive. Has a lot of bugs... Pressing the backspace deletes fewer or more characters. Also the keyboard starts to lag after few weeks of use. sadly there are not many options,1,12,10.1.04.342850159-release-arm64-v8a,2021-01-19 02:54:37,,,most_relevant,com.google.android.inputmethod.latin,text to speech works exceptionally well but the keyboard is not responsive has a lot of bugs pressing the backspace deletes fewer or more characters also the keyboard starts to lag after few weeks of use sadly there are not many options,PERFORMANCE_BUG,0.43997733283926876
29956,gp:AOqpTOG-4Waaw9tGBPrx6fkD-Kgl4EAlTImBzg2EIzu7L9FY1R1cQVuNUVwnz94IzRB7YzjmzZSXSEUn35A,Karen Wilson,https://play-lh.googleusercontent.com/a-/AOh14GgJTNR2bTN1lrRYRB8fi0OqMMWoSsD54s-6OM0VZg,"I really liked GPM waited until I had to, to transfer my music. You have big shoes to fill YTM! From Play Store front page...""Apps from Google to help you get the most out of your day, across all your devices."" the most of my day does not include commercials, so I hope YTM does not have them. Not sure who made out on this deal, but it seems there are a lot of upset users/customers. I'm giving a 1 because of the trouble I had downloading my GPMusic last night. Now I am having trouble adding the YTM account to my TV. NOT looking good so far...",1,222,8.28.8916-1.V,2020-12-05 07:51:32,,,most_relevant,com.google.android.music,i really liked gpm waited until i had to to transfer my music you have big shoes to fill ytm from play store front pageapps from google to help you get the most out of your day across all your devices the most of my day does not include commercials so i hope ytm does not have them not sure who made out on this deal but it seems there are a lot of upset userscustomers im giving a 1 because of the trouble i had downloading my gpmusic last night now i am having trouble adding the ytm account to my tv not looking good so far,PERFORMANCE_BUG,0.44004507039073065
88749,gp:AOqpTOEKHcXOjov1mE0ZzkNGqK8RMoCJcnwVjEUE77RpygNwR-7u0Yg-nsn8TlIfTZp-QIkTpiEngfyHga3qThg,Mohak,https://play-lh.googleusercontent.com/a-/AOh14GiAKNtBSU8X1R9vxklh6q8aRMC0ZXYdbM-XChzDWg,After the new update: Can't view in fullscreen (right side is covered with participants in landscape mode). Participants aren't arranged alphabetically. Chatbox is inconveniently placed compared to previous versions. Also the app is now highly unstable. Sort of weird how google hires engineers at such a high package but they produce below par applications.,1,4,2020.11.29.345116913.Release,2021-01-17 13:15:03,,,most_relevant,com.google.android.apps.meetings,after the new update cant view in fullscreen right side is covered with participants in landscape mode participants arent arranged alphabetically chatbox is inconveniently placed compared to previous versions also the app is now highly unstable sort of weird how google hires engineers at such a high package but they produce below par applications,UI_BUG,0.4401664729052549
53105,gp:AOqpTOHxjPu3aOSBzUshR47VZI7DriRk-TbhjhykK2SipzAJt7fd5dlttdBMn4FFthdF98KZM-8qDKPw0VX6qLY,Vimlesh Tiwari,https://play-lh.googleusercontent.com/a-/AOh14GgyW7U1cgKf4TGHZwVc5TvjYvism__go7aRSu0Kog,"The app doesn't fulfill the need, it doesn't ask for permission to my child account for installing ir browsing any adult content, child age is 6 & upon clicking some ad he moves to adult site which this parental control cannot restrict. Pathetic system from Google",3,4,1.71.0.Z.350181002,2021-01-27 17:31:50,,,most_relevant,com.google.android.apps.kids.familylink,the app doesnt fulfill the need it doesnt ask for permission to my child account for installing ir browsing any adult content child age is 6  upon clicking some ad he moves to adult site which this parental control cannot restrict pathetic system from google,LOGIN_BUG,0.4402397782677491
82017,gp:AOqpTOHEofVptymJu0tX9HrzX_c-TGoN1WT9DyAL4rOeHPRIwfUlAm5TdBnSbMKRHr9Kt8Of4LU1FJ0Y6HReckA,Anirudh Self Game Squad,https://play-lh.googleusercontent.com/a-/AOh14GhtdO8AuCwvzy6YoZkkItvjsXAsjXDbtKl8ia_oOg,I have just subscribed based on the email from Google local guides perks. The mail says 100gb for an year but when I subscribe i am given 6montha free trial. As the redeem option didn't work I have given card details and I don't want Google to charge me for this. I have already made payments for Google family subscription just for adding a family member and made unnecessary payments for a feature that wasn't activated properly and I don't want to end up in the same state now. Please someone provide clear instructions on how to redeem the 12 months free trial for using 100gb.,3,31,1.8.223801179,2018-12-13 07:24:58,"Apologies for the confusion. Check for a correction email and reach out to Local Guides Connect for more info: goo.gl/vhWQor. Also, you don't need a redemption code for this perk, just click Redeem Now and add a form of payment. You won't get charged unless you keep your membership after the free trial period. Hope this helps.",2018-12-14 17:17:47,most_relevant,com.google.android.apps.subscriptions.red,i have just subscribed based on the email from google local guides perks the mail says 100gb for an year but when i subscribe i am given 6montha free trial as the redeem option didnt work i have given card details and i dont want google to charge me for this i have already made payments for google family subscription just for adding a family member and made unnecessary payments for a feature that wasnt activated properly and i dont want to end up in the same state now please someone provide clear instructions on how to redeem the 12 months free trial for using 100gb,LOGIN_BUG,0.4402527945467527
7218,gp:AOqpTOEZN1AqpzHzgO3BD26Hlax9cNXLbL3t8odpgj4sgRwfUx5xJ8pQ67YtrT65NAIs8tUdCvIVpvYR9sLv6Wc,Michael Coutinho,https://play-lh.googleusercontent.com/a-/AOh14Gj4ptkxvm9fVvt_IgdmrYG2fQTE17bSdYbKU7Bg,"Since January the app only shows me books written in Chinese. I have been living in Hong Kong for years and I always had English recommendations, but now none show up in the app, even though my account is in English. There are no settings in the app to select your preferred language either. Edited to one star. I emailed customer support and months later still no reply. I'm now using another app.",1,339,5.13.7_RC09.345681801,2020-12-10 05:48:31,,,most_relevant,com.google.android.apps.books,since january the app only shows me books written in chinese i have been living in hong kong for years and i always had english recommendations but now none show up in the app even though my account is in english there are no settings in the app to select your preferred language either edited to one star i emailed customer support and months later still no reply im now using another app,LOGIN_BUG,0.4402583555447432
50578,gp:AOqpTOGyflncWK5Tj51QSS2FiyGUArr59hhU7yoMxpoWAZP_U3FKZIpLDOXflFm21D-c7Q7xq7VI_C-VVwUBwEw,Phil King,https://play-lh.googleusercontent.com/-ytFZ4TwoIRQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckMXj7PipZDV7OLnq9iSvPwyko1rg/photo.jpg,"Last update has serious flaws. I already configured everything and verified the business long ago. After updating, all my data is gone and it asks me to verify again. I re-entered all my data in attempt to restore the account, but now stuck in an endless loop of ""Verify your business"" and ""you are already managing this business"". No way to proceed without intervention from Google I think. You must have millions of disgruntled users at this point, so I guess you're busy working on it!!",2,35,3.10.0.257742703,2019-08-14 11:33:07,,,most_relevant,com.google.android.apps.vega,last update has serious flaws i already configured everything and verified the business long ago after updating all my data is gone and it asks me to verify again i reentered all my data in attempt to restore the account but now stuck in an endless loop of verify your business and you are already managing this business no way to proceed without intervention from google i think you must have millions of disgruntled users at this point so i guess youre busy working on it,UI_BUG,0.4407116441953094
31150,gp:AOqpTOFq3Q71ruOUCczmbKR6i5AgIXLNUDERzJZy7Zo6QBPCJYE2EzwiGCm_kgXugIH7xUALF8_lC9xPo4jvJQ,Ethan Eu,https://play-lh.googleusercontent.com/-furh5fRuI_Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS1db6778hOeERgu9lFlnV5NSwAQ/photo.jpg,"Having trouble signing in to Google News, try again. App is broken on new phone, time to switch.",1,0,5.27.0.20102114,2020-12-23 13:03:39,"Thanks for your review! We'd like to help you. Let us know more about your question. Can you please submit a feedback report. Open Google App - More (three-dot menu) - Send feedback. Alternatively, if you continue to experience issues with this please create a post in our Google News Forum for our community of experts to assist: goo.gle/2KJcIk5.
",2020-12-23 13:51:51,most_relevant,com.google.android.apps.magazines,having trouble signing in to google news try again app is broken on new phone time to switch,LOGIN_BUG,0.44072230094375203
2977,gp:AOqpTOF4BrauBs-fdBSSHo5SXH6i9iuOLVnDlbuLGFi1BaL3Jk4idY6y6btm9SiY6_mvZgomXn6ctMW_DWWOJnY,MochaLeChat,https://play-lh.googleusercontent.com/a-/AOh14GhUZft2lC9gG5STTXFKHsNmg0Bm8wGxrg9NawSuxvo,"I really love using hangouts but it is faulty at times. Sometimes the sound cuts out in calls and we have to completely restart the entire thing and sometimes it doesn't work when it's restarted. Not only that but the messages tend to lag especially when sending pictures.That can be pretty annoying. I absolutely would love to see a Voice Notes feature on it!It would be especially helpful for when hangouts is the only way I can reach my girlfriend, sometimes we like to hear voice and can't call.",3,1262,35.0.327050771,2020-09-15 16:11:14,,,most_relevant,com.google.android.talk,i really love using hangouts but it is faulty at times sometimes the sound cuts out in calls and we have to completely restart the entire thing and sometimes it doesnt work when its restarted not only that but the messages tend to lag especially when sending picturesthat can be pretty annoying i absolutely would love to see a voice notes feature on itit would be especially helpful for when hangouts is the only way i can reach my girlfriend sometimes we like to hear voice and cant call,PERFORMANCE_BUG,0.44073895132416196
76697,gp:AOqpTOEcM8QthU11mEnBRShpajFQtBpdmsujiihUk8Ei_jezZPg0_C-KCbxT_RItPQAF2a-wv0wPd9rCB4KmoQ8,Patrick Zakher,https://play-lh.googleusercontent.com/a-/AOh14GhbU9vCQT6B-zdQydKO-BMJUOurJvdnx2uIB8vmAQ,"I installed this Google pdf viewer. Went in Gmail, clicked on a PDF attachment from an email, Gmail suggests all kinds of application to open the PDF file but not its own Google pdf viewer!!! What's the point?",1,8,2.19.381.03.40,2020-12-10 08:00:42,,,most_relevant,com.google.android.apps.pdfviewer,i installed this google pdf viewer went in gmail clicked on a pdf attachment from an email gmail suggests all kinds of application to open the pdf file but not its own google pdf viewer whats the point,LOGIN_BUG,0.44109151141214314
66324,gp:AOqpTOEiM-PoxnqU6mtAjoDALS7SxcimEx2rprDciL1CofCyT6kOehN045XDgeFhpgIGAh-AuJMgbQsEyjeD9i4,पारस नाथ सिंह,https://play-lh.googleusercontent.com/a-/AOh14GjcHnEGbvHlaG00oQWLT0mVkGnSIyKETnMFsp_4TQ,"Voice guided navigation for Google Maps Go, for phones with low memory. Navigation for Google Maps Go provides GPS turn-by-turn voice guided navigation and is optimised for performance on low-memory phones. Download this companion app to get real-time navigation for Google Maps Go. Begin by searching for directions in Google Maps Go and then tap on the Navigation button. Provides real-time, turn-by-turn navigation when used with Google Maps Go Experience the navigation quality of the original",3,4,,2020-05-26 15:47:36,,,most_relevant,com.google.android.apps.navlite,voice guided navigation for google maps go for phones with low memory navigation for google maps go provides gps turnbyturn voice guided navigation and is optimised for performance on lowmemory phones download this companion app to get realtime navigation for google maps go begin by searching for directions in google maps go and then tap on the navigation button provides realtime turnbyturn navigation when used with google maps go experience the navigation quality of the original,UI_BUG,0.4412183266525352
46943,gp:AOqpTOGadPXl6QWrz21JVI9FqFSGhsPMLJijxdcnmYvCM-cJCrjWEcG9lVSacNs1L__-kVCXFLoiMFIw-zxvqQ,Gagandeep Singh,https://play-lh.googleusercontent.com/a-/AOh14Giact-jGX1JFCNtozNkihjS5JiaHPxdN9baWHVCH-k,Sometimes I like to do work emails and text messages when my car is warming up in snow weather. But this app gets in the way and prevents me to do anything on my phone. I guess I can't enjoy have seat warmer and do work emails at the same time ...... in cold mornings.,2,1,6.0.615334-release,2021-01-29 17:42:37,,,most_relevant,com.google.android.projection.gearhead,sometimes i like to do work emails and text messages when my car is warming up in snow weather but this app gets in the way and prevents me to do anything on my phone i guess i cant enjoy have seat warmer and do work emails at the same time  in cold mornings,LOGIN_BUG,0.44126310218677955
76120,gp:AOqpTOHDPIHjbLk0W8HzZ4av24hWOI6NBObVbe9urXR7RGa7NdENBe4kt3B_8sDoyJozAYIW9g1ZXGs_bMVI5A,Utkarsh Singh,https://play-lh.googleusercontent.com/a-/AOh14GhTIz0a2nvgG-PsgaZRQ0D38nU0n5iAVQ6wopqqKQ,It needs a options to hide files or hide safe folder because everyone can see safe folder and I can not hide safe folder.when I copy or move any file it works very slow and it doesn't support ftp share or ftp server.But clean up space is a better option.,3,4,1.0.352915835,2021-02-03 10:33:42,Hi Utkarsh! We are sorry to hear about your experience. We're always looking for ways to make the app more useful and your feedback is super helpful. Appreciate your patience!,2021-02-03 10:05:28,newest,com.google.android.apps.nbu.files,it needs a options to hide files or hide safe folder because everyone can see safe folder and i can not hide safe folderwhen i copy or move any file it works very slow and it doesnt support ftp share or ftp serverbut clean up space is a better option,PERFORMANCE_BUG,0.4412946478039337
75895,gp:AOqpTOHDPIHjbLk0W8HzZ4av24hWOI6NBObVbe9urXR7RGa7NdENBe4kt3B_8sDoyJozAYIW9g1ZXGs_bMVI5A,Utkarsh Singh,https://play-lh.googleusercontent.com/a-/AOh14GhTIz0a2nvgG-PsgaZRQ0D38nU0n5iAVQ6wopqqKQ,It needs a options to hide files or hide safe folder because everyone can see safe folder and I can not hide safe folder.when I copy or move any file it works very slow and it doesn't support ftp share or ftp server.But clean up space is a better option.,3,4,1.0.352915835,2021-02-03 10:33:42,Hi Utkarsh! We are sorry to hear about your experience. We're always looking for ways to make the app more useful and your feedback is super helpful. Appreciate your patience!,2021-02-03 10:05:28,most_relevant,com.google.android.apps.nbu.files,it needs a options to hide files or hide safe folder because everyone can see safe folder and i can not hide safe folderwhen i copy or move any file it works very slow and it doesnt support ftp share or ftp serverbut clean up space is a better option,PERFORMANCE_BUG,0.4412946478039337
72154,gp:AOqpTOEp5RSV5HuJ0dKM1NtR-qtAtdHqVoH5kUgcgNez0ryJR4SMw79FNgMDCtXQAoEb8jK0DLWEH9Rh6zmKcQ,Nev Pires,https://play-lh.googleusercontent.com/a-/AOh14Ghm2zQCd-UYHPh-ffyTUrH8dsS_BBqz1__UakGs,"Edited response: No. This doesn't help. I am already signed in to every app/device, as is web app activity. If I listen to a podcast on my home max for example, it doesn't register on my phone app. I have to scroll to where I stopped listening. Also, the desktop app doesn't have my queue. When I finish an episode on the desktop app, it doesn't register on any ever device, nor does it load up the next episode. This despite the fact that I'm already 1). signed in and b). have the web app activity enabled. Still does not work.",2,1,1.0.0.301897054,2020-12-25 15:59:01,"Hi there. To sync your listening progress across your signed in devices, you must sign in to your Google Account and have Web & App Activity turned on: (https://goo.gle/3e2RE6g). If you set your activity to auto-delete, your listening progress is also deleted after the time period that you set. Hope this helps!",2020-12-25 12:51:12,most_relevant,com.google.android.apps.podcasts,edited response no this doesnt help i am already signed in to every appdevice as is web app activity if i listen to a podcast on my home max for example it doesnt register on my phone app i have to scroll to where i stopped listening also the desktop app doesnt have my queue when i finish an episode on the desktop app it doesnt register on any ever device nor does it load up the next episode this despite the fact that im already 1 signed in and b have the web app activity enabled still does not work,PERFORMANCE_BUG,0.44140584337378563
50801,gp:AOqpTOFr5Z8X5w8V98t6YpvI3X4JKFlVD0vlgLp-9OKwvW0mHNPOGMxENl3DZTuyQA_LOYmUW7sySR-tTbT-tgM,ofir bendavid,https://play-lh.googleusercontent.com/a-/AOh14GhY3x8rRpD6mHH_0nEFpaypJ32yXAzAiMfJLJXC,"￼ Learn to pronounce Excellent tool but for computer use. I do not recommend using the app on the phone, you can't edit an image and crop before uploading post, I would also expect Google to a much higher level. It feels like a trial version.",3,10,3.10.0.257742703,2019-08-08 05:45:35,,,most_relevant,com.google.android.apps.vega, learn to pronounce excellent tool but for computer use i do not recommend using the app on the phone you cant edit an image and crop before uploading post i would also expect google to a much higher level it feels like a trial version,PERFORMANCE_BUG,0.4415665095882533
73169,gp:AOqpTOHr_Bxa9w7pwTQEdpPjtcTYSHQKi-Jy3u18cV7dgPWeNF51Kzib0oPOilTi2cgi4ibU_ULRmrBo7j5APSA,Abigail Buchsbaum,https://play-lh.googleusercontent.com/-syVVwdFj1mc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsv1AEvSx49msmYBqhFd-bCY1yhA/photo.jpg,"Frustrating, online says that it works with chromebook. When running the app it won't let me use my daughter's account and says not ready to work with chromebook yet. Right now parental control on Ipad seemed way easier.",1,2,flh.release.1.42.0.X.345476563,2021-01-25 19:17:29,,,most_relevant,com.google.android.apps.kids.familylinkhelper,frustrating online says that it works with chromebook when running the app it wont let me use my daughters account and says not ready to work with chromebook yet right now parental control on ipad seemed way easier,LOGIN_BUG,0.44189909607742534
22372,gp:AOqpTOHUW3MZvZWVFqyH9BRDcNdHcPNRbcZNlWH5AegQaCFjNyr8UA-xApQPBUDDag1EzyhSUCKvuD1qM0E63Q,Rajiv Dogra,https://play-lh.googleusercontent.com/a-/AOh14GgoQgnwV9Qd-aajF7dF-Yxv2XAZbu4vNwKS5RREdA,It asks for permission to collect all keystrokes including password. What is the requirement of collecting data? It is very dangerous. Would recommend not to use this app under such circumstances.... 😡,1,4,3.2.6.193126728-arm64-v8a,2020-10-10 11:01:56,,,most_relevant,com.google.android.apps.inputmethod.hindi,it asks for permission to collect all keystrokes including password what is the requirement of collecting data it is very dangerous would recommend not to use this app under such circumstances ,LOGIN_BUG,0.4420212453614189
10041,gp:AOqpTOHQ2YDczi9sGPtPGFauvYFwN_cvG5IgyYG1GczCb98A-gIwvIrq1aN2Tgjw2a7UHz5nTk2pN1Cpk4NP_SM,Onyx 013,https://play-lh.googleusercontent.com/a-/AOh14Gg7tFE7QXE3uAMHSmvOuHHoAvrBlslJPIjxESQW9w,"Well it does work great, though I've noticed recently that on certain, actually on most pages, that there was a bit of lag at certain points that interfere with browsing and only by waiting a few seconds or closing the tab and reopening it does it get fixed and it's getting annoying with how often it does it. If Google can fix it there'll be appreciated",3,58,88.0.4324.93,2021-01-26 04:57:04,,,most_relevant,com.android.chrome,well it does work great though ive noticed recently that on certain actually on most pages that there was a bit of lag at certain points that interfere with browsing and only by waiting a few seconds or closing the tab and reopening it does it get fixed and its getting annoying with how often it does it if google can fix it therell be appreciated,PERFORMANCE_BUG,0.4421097234750991
25224,gp:AOqpTOFFl_BC4GHbSEvjP8RSbudAeDn-8BpH-X0sBzjNpuLLr0gfhR4lxlTl1YOFwRc69YW9HmSGW8hhA8yQTyk,King Nixx,https://play-lh.googleusercontent.com/-Kf7OQF46614/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm2z9M1DFkeSiOjywl22xFCTnBocQ/photo.jpg,"Ok. I'm quite pleased. Yet, my rating is still the same. You fixed the mechanic reading... quite a good bit. But there's a bit of an issue. The default female voice has pitching issues. It hurts. There is also a problem with the voices (both U.K and U.S). The young male and grown women voices also have some pitching issues at default. Fixing these issues with the slider settings, seem to generate more pitch issues. If you do this, the voices start to sound like Autotune gone wrong.",3,71,3.20.6.280280128,2020-01-08 19:51:41,,,most_relevant,com.google.android.tts,ok im quite pleased yet my rating is still the same you fixed the mechanic reading quite a good bit but theres a bit of an issue the default female voice has pitching issues it hurts there is also a problem with the voices both uk and us the young male and grown women voices also have some pitching issues at default fixing these issues with the slider settings seem to generate more pitch issues if you do this the voices start to sound like autotune gone wrong,UI_BUG,0.44222942605974846
10277,gp:AOqpTOEVLA1qVD8n_8wle_omAd9fXdaTmX57C5mYZ5Vwd-LluPdkCQOW3vuOZL8IRRwSEzQ-r0koX0TWC9zpa48,N.M.G Western MA,https://play-lh.googleusercontent.com/a-/AOh14Ggyj4vLUbmf2J3yOKjJAM7wTKKGYhVVo9Wen9JBxg,"I feel like chrome is easily hacked. When I began using Chrome, I started getting fishing emails, and my number now only gets spam callers. Also someone was using my phone number to send spam texts about who knows what, which resulted in people calling me angry and threatening to report me for something someone else did. Chrome needs an overhaul.",3,0,88.0.4324.141,2021-02-04 13:40:35,,,newest,com.android.chrome,i feel like chrome is easily hacked when i began using chrome i started getting fishing emails and my number now only gets spam callers also someone was using my phone number to send spam texts about who knows what which resulted in people calling me angry and threatening to report me for something someone else did chrome needs an overhaul,LOGIN_BUG,0.4422428437516511
62496,gp:AOqpTOGdDDsxq8JCZPp802syxVM72gdIy-oA9_LES717Rwonj4_rqgD3BeQ_XqdXrNBP71lQncm8rbqH_U148w,Paul McDill,https://play-lh.googleusercontent.com/a-/AOh14GgLHZpSZgE-th-VAHybRGLRJJEMKbXstMEUeQNG7EY,"Many issues around playing nice with iOS: Images/vids take forever to load and are poor quality, and there have been a few occasions in which I never received messages sent to me. Other enhancements: emoji responses for text bubble; accurate received-message timestamp recording even when offline; tagging and replying to specific messages functionality; oh and privacy with end-to-end encryption. (Lol.) On the plus side, search function is nice and robust.",2,17,7.1.084 (Hickory_RC10.phone_dynamic),2021-01-22 15:58:03,"Hi, Paul. Thank you for taking the time to provide feedback. We're sorry to hear that. We'll pass this along to the team so they can continue iterating on your feedback to make Messages even better. We ask that you submit a feedback within the Messages app by clicking the Menu button then the 'Help and Feedback' tab and tap 'Send Feedback'.",2021-01-24 13:55:41,most_relevant,com.google.android.apps.messaging,many issues around playing nice with ios imagesvids take forever to load and are poor quality and there have been a few occasions in which i never received messages sent to me other enhancements emoji responses for text bubble accurate receivedmessage timestamp recording even when offline tagging and replying to specific messages functionality oh and privacy with endtoend encryption lol on the plus side search function is nice and robust,PERFORMANCE_BUG,0.44225347290049033
73885,gp:AOqpTOGMVc1LPD1IVZuSAurBiSy7Fd3TxBOZhZRRqCZzP0vUowJVsulAzG-YyLH6U1QLiS6bNjVbCuK_yIl9ji0,Matar Mat4r,https://play-lh.googleusercontent.com/-qwd_fb_vHus/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclRoJJM0FC5RKvyVbUrMan0ny4haw/photo.jpg,"They can still choose the ""use without an account"" option in the google app and could easily search for whatever they want including explicit content and images !! , PLEASE FIX THIS !! Also what's the deal with the 12 month family leaving rule thing ??!! Its STUPID !!! PLEASE REMOVE THAT RULE",3,0,,2019-11-19 22:11:09,,,newest,com.google.android.apps.kids.familylinkhelper,they can still choose the use without an account option in the google app and could easily search for whatever they want including explicit content and images   please fix this  also whats the deal with the 12 month family leaving rule thing  its stupid  please remove that rule,LOGIN_BUG,0.44227902162336913
73561,gp:AOqpTOGMVc1LPD1IVZuSAurBiSy7Fd3TxBOZhZRRqCZzP0vUowJVsulAzG-YyLH6U1QLiS6bNjVbCuK_yIl9ji0,Matar Mat4r,https://play-lh.googleusercontent.com/-qwd_fb_vHus/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclRoJJM0FC5RKvyVbUrMan0ny4haw/photo.jpg,"They can still choose the ""use without an account"" option in the google app and could easily search for whatever they want including explicit content and images !! , PLEASE FIX THIS !! Also what's the deal with the 12 month family leaving rule thing ??!! Its STUPID !!! PLEASE REMOVE THAT RULE",3,0,,2019-11-19 22:11:09,,,most_relevant,com.google.android.apps.kids.familylinkhelper,they can still choose the use without an account option in the google app and could easily search for whatever they want including explicit content and images   please fix this  also whats the deal with the 12 month family leaving rule thing  its stupid  please remove that rule,LOGIN_BUG,0.44227902162336913
7452,gp:AOqpTOG9-Uxjvl5oKxfw0Y4IHkj3-OvMLli_P-WFItutdveTQNtkCQyjgUFJ2ifKHHPW1OfO3b-yJU5xUUyGLe4,Rendy Anthony,https://play-lh.googleusercontent.com/a-/AOh14GgEDFlPqybDzSls_S99FkTuhYFB1XkVkpd_Whn5dA,"I need to reduce to two stars as I keep on seeing page breaks where it shouldn't be when using Flowing Text. It is very distracting. I know this is not a problem on the e-book itself as the issue doesn't show up when opening th same book on the Play Books web app, only on Android. I have reported multiple times on many different books via the feedback menu but it was never fixed. Contact me if you need more details about the incident: book title/publisher/page/screenshots. I need this fixed.",2,279,5.11.10_RC05.329522964,2020-10-09 12:43:22,,,most_relevant,com.google.android.apps.books,i need to reduce to two stars as i keep on seeing page breaks where it shouldnt be when using flowing text it is very distracting i know this is not a problem on the ebook itself as the issue doesnt show up when opening th same book on the play books web app only on android i have reported multiple times on many different books via the feedback menu but it was never fixed contact me if you need more details about the incident book titlepublisherpagescreenshots i need this fixed,UI_BUG,0.4422961902815353
49600,gp:AOqpTOEtAmWFcs7LJQPq9Dh_hTzNykP_v8_lpBMoz0yBP1Cu9v1Eweclu7aMtbnNZn2nzOyRNl4HvESBGM9g0g,Doug K,https://play-lh.googleusercontent.com/a-/AOh14GhdFTxa4tHbPcap1DJxib3wPonGY9sFh_PXCM_Gng,"Filters no longer working!This app works great for video calling my friends. However, up until sometime earlier this year I had all the filters (dinosaur, astronaut etc).But now they're are all gone! My friends all have them on their phones so it's frustrating.Google has not given an actual useful response to this problem, all they do is say to read their help files or suggest I may have an older Android version, which I don't. I'm on version 9 of Android which is supposed to work accord to faqs",3,304,114.0.344136489.DR114_RC04,2020-11-27 03:53:28,"Hi there. We're sorry to hear that. If you can't find effects or filters, you might have an older version of Android. Learn more here (see, Can't find effects or filters section): https://goo.gle/3hpAHDp. Hope this helps.",2020-11-28 13:31:18,most_relevant,com.google.android.apps.tachyon,filters no longer workingthis app works great for video calling my friends however up until sometime earlier this year i had all the filters dinosaur astronaut etcbut now theyre are all gone my friends all have them on their phones so its frustratinggoogle has not given an actual useful response to this problem all they do is say to read their help files or suggest i may have an older android version which i dont im on version 9 of android which is supposed to work accord to faqs,UI_BUG,0.44234283154643184
2810,gp:AOqpTOEelbO4GsOuXRa82QGcPXPpN2uQzXrsozIls3sZFPN65MRvZ2-72_Asf6NXrrCRyUvbp7EoIpdOimKw7JI,Aradhya Singh,https://play-lh.googleusercontent.com/a-/AOh14GhrkYdcH1a772jCnNBN4ZF6nRmCtOamdnYMNRJs,"This app is good for chatting and calling.But, it wants many necessary updates. This app doesn't have much useful functions. You can't delete messages and can't reply to a message. If you want to delete, whole chat can be cleared only. Much more can be improved. I hope Google should focus on this app too.",3,136,36.0.340725045,2021-01-21 15:24:24,,,most_relevant,com.google.android.talk,this app is good for chatting and callingbut it wants many necessary updates this app doesnt have much useful functions you cant delete messages and cant reply to a message if you want to delete whole chat can be cleared only much more can be improved i hope google should focus on this app too,PERFORMANCE_BUG,0.442956857799996
27779,gp:AOqpTOHaCCLX1dxFzepXvY1iEgvAL1G0jwkcnsSB2F8tPeLvrb6HmVdS3eEKfK1PojFzzkPqAQlavw6STWjeMQ,JP {Crazytekkie},https://play-lh.googleusercontent.com/-PrWn2FqGjVU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4OpB8elel3Yty_BBTMfx7AMjr9A/photo.jpg,Google finally had it right. It actually worked every time it was supposed to and then messed with it again. Now switching between the regular keyboard and voice are a pain in the a$$. Why they have to mess with things constantly and change interfaces is beyond me.,2,68,10.1.02.342850159-release-arm64-v8a,2020-12-17 02:22:44,,,most_relevant,com.google.android.inputmethod.latin,google finally had it right it actually worked every time it was supposed to and then messed with it again now switching between the regular keyboard and voice are a pain in the a why they have to mess with things constantly and change interfaces is beyond me,UI_BUG,0.44296416762826996
